,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
5023,47,17,27,43,57,0.9085478887744594,0.8170806796697697,4478,4344,460,428,0.9698783635257071,0.9693270462296941
7545,17,5,31,57,14,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9699641138499545,0.9694776539056127
6176,6,35,62,baseline,14,0.9085478887744594,0.8170855874931369,4481,4341,463,425,0.9697925495569836,0.9692592668906981
4273,47,6,28,baseline,57,0.9085478887744594,0.8170875009857144,4482,4340,464,424,0.9698174769768229,0.9692626661808217
5140,47,35,3,43,14,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9699376165330359,0.969308112035724
6950,28,35,1,57,14,0.9085478887744594,0.8170793212570674,4477,4345,459,429,0.9698520147125664,0.9693699366364644
7496,17,5,62,43,baseline,0.9085478887744594,0.8170740843864035,4471,4351,453,435,0.969998715230174,0.9695684610433568
8411,3,31,43,baseline,1,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9700015792316025,0.9694053694467124
5102,47,35,5,43,1,0.9085478887744594,0.8170917443417448,4484,4338,466,422,0.9701192154384187,0.9697013241386512
7500,17,5,62,2,baseline,0.9085478887744594,0.8170734485712642,4469,4353,451,437,0.9698987085432611,0.9693949826165043
4245,47,6,28,62,2,0.9085478887744594,0.8171142705546887,4492,4330,474,414,0.9700179995064583,0.9694158460603571
7972,35,3,2,baseline,14,0.9085478887744594,0.8170821768421813,4479,4343,461,427,0.9696358144269638,0.9688970785460556
7504,17,5,62,baseline,1,0.9085478887744594,0.8170740843864035,4471,4351,453,435,0.970074452156835,0.9697455676070001
5085,47,35,5,62,57,0.9085478887744594,0.8170838127810003,4480,4342,462,426,0.9698206167709814,0.9693114343526787
