,model 1,model 2,model 3,model 4,acc,mcc,tp,tn,fp,fn,auroc,auprc
1622,47,62,31,57,0.9081359423274974,0.8162676482045916,4482,4336,468,424,0.9698832005058972,0.9692431244562212
2999,27,31,baseline,1,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9697857395980316,0.9692148964679138
1099,37,5,31,43,0.9081359423274974,0.8162806508140101,4487,4331,473,419,0.9699902929444923,0.9694327494350179
1494,47,35,62,27,0.9081359423274974,0.8162806508140101,4487,4331,473,419,0.9696776076329924,0.9690218802620935
2988,62,baseline,57,14,0.9081359423274974,0.8162496802981082,4468,4350,454,438,0.9695568740616684,0.9690312857963406
2995,27,31,2,baseline,0.9081359423274974,0.816261510661861,4479,4339,465,427,0.9695749278780795,0.9687446396097066
911,37,28,3,31,0.9081359423274974,0.8162777729168232,4486,4332,472,420,0.9698036024810145,0.9690675756900827
2795,5,27,31,2,0.9081359423274974,0.8162901167716252,4490,4328,476,416,0.9696785835149606,0.9689664248202052
1520,47,35,2,baseline,0.9081359423274974,0.8162724332022852,4484,4334,470,422,0.969745495074257,0.9690823345869467
1521,47,35,2,1,0.9081359423274974,0.8163008313245382,4493,4325,479,413,0.9699814039326515,0.9694388805783097
899,37,28,5,3,0.9081359423274974,0.8162935495436394,4491,4327,477,415,0.9696763135286433,0.9690832542141229
1526,47,35,baseline,14,0.9081359423274974,0.8162836674161541,4488,4330,474,418,0.9697925919866344,0.9692712867877018
895,37,28,35,baseline,0.9081359423274974,0.8163008313245382,4493,4325,479,413,0.9696203912489015,0.9690383289850028
1538,47,5,3,14,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9698906681244364,0.9693920733475514
3026,31,43,2,1,0.9081359423274974,0.8162566208840654,4476,4342,462,430,0.9700939697961984,0.9694640736759847
891,37,28,35,27,0.9081359423274974,0.8162971210579854,4492,4326,478,414,0.9695232273485914,0.9688306337301962
1544,47,5,62,1,0.9081359423274974,0.8162750337157816,4485,4333,471,421,0.970140260545211,0.9698162085449691
2781,5,62,43,1,0.9081359423274974,0.8162540541422186,4474,4344,460,432,0.9700644387592484,0.9696885985378079
1551,47,5,27,1,0.9081359423274974,0.8162836674161541,4488,4330,474,418,0.9699114586533237,0.9695089049833454
2780,5,62,43,baseline,0.9081359423274974,0.816252041828428,4472,4346,458,434,0.9697964318700307,0.9693283439512299
1561,47,5,43,baseline,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9699085946518953,0.969471476085896
879,37,28,17,62,0.9081359423274974,0.8162777729168232,4486,4332,472,420,0.969988723047413,0.9695089004102508
1191,37,27,43,baseline,0.9081359423274974,0.8162552682065289,4475,4343,461,431,0.969567375400239,0.968898327564317
1570,47,5,baseline,57,0.9081359423274974,0.8162540541422186,4474,4344,460,432,0.9696621420252792,0.9691878628667309
2762,5,3,baseline,14,0.9081359423274974,0.816252041828428,4472,4346,458,434,0.9696078957167438,0.9690328832103656
1581,47,3,62,57,0.9081359423274974,0.8162512435670543,4471,4347,457,435,0.9696712644001992,0.9689946210382763
1483,47,35,5,57,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9696975707836892,0.9691612277159052
1097,37,5,27,57,0.9081359423274974,0.8162566208840654,4476,4342,462,430,0.9694068428164735,0.9687770569894856
927,37,28,27,43,0.9081359423274974,0.816265463704257,4481,4337,467,425,0.969674637557437,0.9690057417841584
1472,47,17,1,57,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.9700759584094379,0.9696988119832094
1019,37,17,57,14,0.9081359423274974,0.8162540541422186,4474,4344,460,432,0.9697788447797783,0.9692666946476012
1353,47,28,35,14,0.9081359423274974,0.8163086681548292,4495,4323,481,411,0.9699114162236728,0.9693601069595694
1359,47,28,5,2,0.9081359423274974,0.8163214643009328,4498,4320,484,408,0.9699396531562738,0.9693902793831768
1363,47,28,5,14,0.9081359423274974,0.816304680353386,4494,4324,480,412,0.9699729816469697,0.9695537182147871
1314,47,6,31,57,0.9081359423274974,0.8162699713679468,4483,4335,469,423,0.9698532663872647,0.9692435954049143
1366,47,28,3,31,0.9081359423274974,0.8162901167716252,4490,4328,476,416,0.969972408846684,0.9692858579900056
78,34,37,3,43,0.9081359423274974,0.816250583895119,4470,4348,456,436,0.9699197536500532,0.969265880923381
1372,47,28,3,14,0.9081359423274974,0.8162724332022852,4484,4334,470,422,0.9699070883992922,0.969320587612128
1006,37,17,43,baseline,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9699157652628788,0.9694083415111217
1305,47,6,27,2,0.9081359423274974,0.8162750337157816,4485,4333,471,421,0.9696977405022924,0.9690042138912056
55,34,37,35,3,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.9697765111489849,0.9690911831106618
1302,47,6,62,14,0.9081359423274974,0.8162581121813047,4477,4341,463,429,0.9700233668572833,0.969521332128326
989,37,17,62,1,0.9081359423274974,0.8162676482045916,4482,4336,468,424,0.9701456278960358,0.9698012136241144
2937,62,27,31,1,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9698710444109458,0.9693158271862629
1055,37,35,31,2,0.9081359423274974,0.8163127947393816,4496,4322,482,410,0.969796707662761,0.9689686915344833
1059,37,35,31,14,0.9081359423274974,0.8163008313245382,4493,4325,479,413,0.9698494052890427,0.9691566053628129
967,37,17,5,27,0.9081359423274974,0.8162777729168232,4486,4332,472,420,0.9697332541200039,0.9692231895416324
1276,47,6,5,3,0.9081359423274974,0.81628682273228,4489,4329,475,417,0.9698363157417739,0.9692877380671183
37,34,37,28,2,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9699593405142407,0.9693247910437597
2834,5,43,baseline,1,0.9081359423274974,0.8162529786848692,4473,4345,459,433,0.96994427798821,0.9695375977435347
1256,47,6,17,62,0.9081359423274974,0.8162777729168232,4486,4332,472,420,0.970128571176418,0.9696811544868457
943,37,28,43,14,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9698966294903725,0.9693312140481551
2975,62,43,baseline,57,0.9081359423274974,0.8162493641948464,4465,4353,451,441,0.969588590225634,0.9689844184404386
1184,37,27,31,43,0.9081359423274974,0.8162634178591928,4480,4338,466,426,0.9697592847107639,0.9689970580537601
1029,37,35,5,14,0.9081359423274974,0.8162935495436394,4491,4327,477,415,0.9697444979774633,0.9691805467121574
1171,37,62,43,1,0.9081359423274974,0.8162540541422186,4474,4344,460,432,0.9700584986081378,0.9696270941458833
861,37,6,43,2,0.9081359423274974,0.8162676482045916,4482,4336,468,424,0.9698464988579636,0.9691499561402768
1612,47,62,27,43,0.9081359423274974,0.8162552682065289,4475,4343,461,431,0.9698351064967263,0.9691818631057276
864,37,6,43,57,0.9081359423274974,0.816250583895119,4470,4348,456,436,0.9696844388067696,0.9690611936283663
1603,47,3,2,57,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.969642433452487,0.9688966379575469
110,34,37,2,baseline,0.9081359423274974,0.8162597421049362,4478,4340,464,428,0.9698402616992973,0.9691680803676512
1154,37,3,1,14,0.9081359423274974,0.8162634178591928,4480,4338,466,426,0.9698827974242147,0.9693478223078611
1150,37,3,baseline,1,0.9081359423274974,0.8162566208840654,4476,4342,462,430,0.9697713135167628,0.9692395269573035
